OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1309363,04092017989,Vicious Fishes Brewery Tap & Kitchen,132 S Fuquay AVE ,,FUQUAY-VARINA,NC,27526,,2018/12/03 00:00:00+00,Restaurant,17683,-78.79867676,35.58323642,M
1309364,04092030384,Big T's Tacos  (WCID #661),301  N Harrison AVE ,11:00 am to 8:00 pm,Cary,NC,27513,(919) 451-7219,2018/12/13 00:00:00+00,Mobile Food Units,17685,-78.78388657,35.78872873,M
1309365,04092025277,Apex High School Culinary Arts,1501 LAURA DUNCAN RD,,APEX,NC,27523-1539,,2019/08/01 00:00:00+00,Food Stand,17686,-78.83842419,35.74580662,M
1309366,04092021869,FOOD LION #757 PRODUCE,1100-122 RALEIGH BLVD ,,RALEIGH,NC,27610,(919) 829-7077,2015/08/19 00:00:00+00,Food Stand,17688,-78.61277558,35.79430477,M
1309367,04092021868,FOOD LION #1491 PRODUCE,3151-113 CAPITAL BLVD ,,RALEIGH,NC,27604,(919) 790-6728,2015/08/27 00:00:00+00,Food Stand,17689,-78.58946217,35.82241942,M
1309368,04092018218,PEAK ON SALEM,126 N Salem ST ,,APEX,NC,27502,(919) 446-6060,2019/11/06 00:00:00+00,Restaurant,17694,-78.85065754,35.73152951,M
1309369,04092018289,Umami Asian Bistro and Sushi,2420 HILLSBOROUGH ST,,RALEIGH,NC,27607,(919) 896-8020,2020/01/10 00:00:00+00,Restaurant,17697,-78.66754204,35.78792253,M
1309370,04092017935,Papa Johns,877 E Gannon AVE ,Ste 302,ZEBULON,NC,27597,(919) 421-5555,2018/09/26 00:00:00+00,Restaurant,17702,-78.29418521,35.83015828,M
1309371,04092110107,Baileywick Elem Sch. Cafet.,9425 BAILEYWICK RD ,,RALEIGH,NC,27615-1912,(919) 518-0090 ext. 25644,1997/03/07 00:00:00+00,Public School Lunchrooms,17715,-78.66473135,35.90916754,M
1309372,04092018056,Peak of the Vine,301 N Salem ST ,Ste. 102,Apex,NC,27502,(919) 267-9828,2019/02/19 00:00:00+00,Restaurant,17721,-78.85046886,35.73305629,M
1309373,04092015237,QDOBA MEXICAN GRILL #215,1005 BEAVER CREEK COMMONS ,,APEX,NC,27502,(919) 362-8737,2008/09/24 00:00:00+00,Restaurant,17722,-78.87238435,35.74509286,M
1309374,04092018541,Chai's Asian Bistro,8347 CREEDMOOR  RD ,,RALEIGH,NC,27613,(919) 341-3715,2021/02/22 00:00:00+00,Restaurant,17725,-78.68223183,35.90105252,M
1309375,04092014863,Life Cafe,1700 Regency PKY ,,CARY,NC,27511,(919) 460-8340,2007/05/09 00:00:00+00,Restaurant,17729,-78.78729265,35.73332654,M
1309376,04092030382,Tacos Sanjuan (WCID #656),903 N Smithfield RD ,,KNIGHTDALE,NC,27575,(919) 455-8661,2018/11/29 00:00:00+00,Mobile Food Units,17732,-78.48796476,35.79576936,M
1309377,04092018107,Seagate Seafood & Sushi,4420 CAPITAL BLVD,,RALEIGH,NC,27604,(984) 200-4766,2019/06/03 00:00:00+00,Restaurant,17763,-78.57899727,35.84340528,M
1309378,04092018223,Jumbo China,404-183 E SIX FORKS RD ,,RALEIGH,NC,27609,(919) 546-8858,2019/11/07 00:00:00+00,Restaurant,17781,-78.62593575,35.82034681,M
1309379,04092025258,The Factory Ballfields Concession Stand,1845 Grandmark Street ,,WAKE FOREST ,NC,27587,,2019/04/30 00:00:00+00,Food Stand,17793,-78.52343343,35.94940141,M
1309380,04092018350,Tropical Smoothie Cafe NC24,228 Crossroads BLVD ,,CARY,NC,27518,(919) 651-8379,2020/04/15 00:00:00+00,Restaurant,17794,-78.73871452,35.76064286,M
1309381,04092030524,El Sazon De Mi Tierra #2 (WCID #810),903 N SMITHFIELD RD,,KNIGHTDALE,NC,27545,(919) 221-4983,2021/03/02 00:00:00+00,Mobile Food Units,17811,-78.48796476,35.79576936,M
1309382,04092300242,DON JUAN MEAT MARKET,4005-103 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 255-3301,2009/09/09 00:00:00+00,Meat Market,17817,-78.56824058,35.79916137,M
1309383,04092018414,MOD PIZZA - AMBERLY,336 SEMBLER LN ,Suite 4001,CARY,NC,27519-2609,(984) 208-7015,2020/07/28 00:00:00+00,Restaurant,17828,-78.90353481,35.82487513,M
1309384,04092021734,TARGET CAFE,100 GRAND HILL  PL ,,HOLLY SPRINGS,NC,27540,(919) 557-2686,2013/01/24 00:00:00+00,Food Stand,17834,-78.85156307,35.66046373,M
1309385,04092016491,SAN JOSE TACOS AND TEQUILA,7961 SKYLAND RIDGE PKY ,STE 125,RALEIGH,NC,27617,(919) 957-1400,2013/08/23 00:00:00+00,Restaurant,17835,-78.7822603,35.91399796,M
1309386,04092016659,SONO SUSHI BAR,319 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 521-5328,2014/04/03 00:00:00+00,Restaurant,17839,-78.63879706,35.77609243,M
1309387,04092017865,THE SHINY DINER,1550 BUCK JONES RD ,,CARY,NC,27606,(919) 469-3663,2018/06/22 00:00:00+00,Restaurant,17838,-78.74458848,35.763805,M
1309388,04092018195,The Winchester Pub & Bottle Shop,6146 Falls of Neuse RD ,,RALEIGH,NC,27609,(919) 896-6955,2019/10/14 00:00:00+00,Restaurant,17846,-78.62052805,35.86636362,M
1309389,04092015160,Peace China,802 Semart  DR ,Ste 106,RALEIGH,NC,27604,(919) 833-8668,2008/06/11 00:00:00+00,Restaurant,17868,-78.63966331,35.79052298,M
1309390,04092015836,TIJUANA FLATS #155,151 SE CARY  PKY ,,RALEIGH,NC,27511,(919) 468-6328,2010/12/01 00:00:00+00,Restaurant,17853,-78.78164258,35.75804335,M
1309391,04092018022,ALEX & TERESA'S PIZZA & TRATTORIA,941 N HARRISON AVE ,,CARY,NC,27513,(919) 377-0742,2018/12/27 00:00:00+00,Restaurant,17879,-78.78451708,35.80143518,M
1309392,04092110506,ABBOTTS CREEK ELEMENTARY CAFETERIA,9900 DURANT RD ,,RALEIGH,NC,27614,(919) 694-0555,2015/08/21 00:00:00+00,Public School Lunchrooms,17890,-78.57818214,35.90199471,M
1309393,04092030424,Goodness GraceUs  (WCID# 626),2161 S WILMINGTON ST ,,RALEIGH,NC,27603,,2019/05/29 00:00:00+00,Mobile Food Units,17874,-78.64171063,35.75324624,M
1309394,04092016908,COURTHOUSE DELI,316 FAYETTEVILLE ST.,,RALEIGH,NC,27601,,2015/04/20 00:00:00+00,Restaurant,17892,-78.63982973,35.7762647,M
1309395,04092015808,PIZZA SHACK,5621 LOUISBURG RD ,STE. 105,RALEIGH,NC,27616-5353,(919) 872-5400,2010/11/19 00:00:00+00,Restaurant,17895,-78.55796888,35.85459972,M
1309396,04092016849,HIBACHI BOWL,8109 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 803-2267,2015/01/06 00:00:00+00,Restaurant,17903,-78.69976409,35.66336427,M
1309397,04092017223,EGGS UP GRILL #17,1436 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 285-4463,2016/05/10 00:00:00+00,Restaurant,17910,-78.77067049,35.59261337,M
1309398,04092018421,Hampton Inn & Suites-Raleigh Midtown (Food Service),1229 WAKE TOWNE DR,,RALEIGH,NC,27609-7495,(919) 831-4700,2020/08/19 00:00:00+00,Restaurant,17915,-78.61871708,35.82237561,M
1309399,04092018548,Thai's Noodle,4101 GRACE PARK DR ,,MORRISVILLE,NC,27560,(919) 308-8608,2021/03/04 00:00:00+00,Restaurant,17920,-78.84652326,35.82111262,M
1309400,04092014964,Kaze Japanese Steakhouse,1227 Timber  DR E ,,GARNER,NC,27529,(919) 329-6789,2007/09/28 00:00:00+00,Restaurant,17921,-78.57544772,35.68894454,M
1309401,04092014776,Subway #37092,1018-I Shoppes at Midway Plantation ,,KNIGHTDALE,NC,27545,(919) 217-0008,2007/01/16 00:00:00+00,Restaurant,17904,-78.50497023,35.79806831,M
1309402,04092021993,H Mart Don-don,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 00:00:00+00,Food Stand,17926,-78.84865444,35.78921622,M
1309403,04092021830,STARBUCKS AT HARRIS TEETER #319,2051 W. MILLBROOK ROAD,,RALEIGH,NC,27612,(919) 787-1364,2015/02/13 00:00:00+00,Food Stand,17929,-78.67971393,35.85737248,M
1309404,04092018347,Starbuck's,2901 SHERMAN OAK PL ,,RALEIGH,NC,27609-6884,,2020/04/13 00:00:00+00,Restaurant,17931,-78.62082753,35.82131925,M
1309405,04092025316,Pizza Corner,3325-101 Rogers RD ,,WAKE FOREST,NC,27587,(919) 995-1216,2020/07/01 00:00:00+00,Food Stand,17917,-78.51412541,35.95025455,M
1309406,04092021816,HARRIS TEETER #430 - MEAT/SEAFOOD,885 WALNUT STREET,,CARY,NC,27511,(919) 481-4251,2014/10/15 00:00:00+00,Food Stand,17947,-78.76561938,35.77485795,M
1309407,04092016615,SALT& LIME CABO GRILL,6006 FALLS OF NEUSE  RD ,,RALEIGH,NC,27609,(919) 872-2230,2014/02/03 00:00:00+00,Restaurant,17970,-78.6187408,35.86627943,M
1309408,04092018454,Deja Brew,5001 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 239-4612,2020/10/01 00:00:00+00,Restaurant,17973,-78.61557526,35.84978294,M
1309409,04092017739,Falls Village Wine and Beer,6675-131 Falls of Neuse RD ,,RALEIGH,NC,27615,(984) 200-5984,2017/11/16 00:00:00+00,Restaurant,17958,-78.6231327,35.87483802,M
1309410,04092017205,LOWES FOODS #185 DELI,1845 AVERSBORO RD ,,GARNER,NC,27529,(919) 779-9907,2015/06/05 00:00:00+00,Restaurant,17983,-78.61583871,35.68506655,M
1309411,04092016802,THE MILL,146 S. MAIN STREET,,FUQUAY-VARINA,NC,27526,(919) 557-2123,2014/10/30 00:00:00+00,Restaurant,17988,-78.80003768,35.58300202,M
1309412,04092018413,Which Wich North Hills,4120 MAIN AT NORTH HILLS  ST ,STE 140,RALEIGH,NC,27609,(919) 786-9111,2020/07/28 00:00:00+00,Restaurant,18008,-78.64323049,35.83718561,M
1309413,04092016665,CHAR GRILL/SALSARITAS,1600 JOHN BRANTLEY BLVD ,,MORRISVILLE,NC,27560,(919) 840-7170,2014/04/11 00:00:00+00,Restaurant,18009,-78.78942675,35.86970553,M
1309414,04092022013,PAPA'S PIZZA & WINGS,5800-111 DURALEIGH RD ,,RALEIGH,NC,27612,(919) 783-7373,2017/05/01 00:00:00+00,Food Stand,18000,-78.71229258,35.85668505,M
1309415,04092017238,Mediterra,108 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 762-7851,2016/06/09 00:00:00+00,Restaurant,18019,-78.84948074,35.66266499,M
1309416,04092016734,GROCERY BOY JR.,1912 W GARNER  RD ,,GARNER,NC,27529,(919) 772-5018,2014/08/22 00:00:00+00,Restaurant,18035,-78.6258069,35.72598424,M
1309417,04092016546,RUDY'S PUB & GRILL,780 W Williams ST ,,APEX,NC,27502,(919) 303-5061,2013/11/15 00:00:00+00,Restaurant,18059,-78.86276064,35.73803218,M
1309418,04092018122,Drive Shack,6901 PLAY GOLF WAY,,RALEIGH,NC,27607,(984) 329-8230,2019/06/28 00:00:00+00,Restaurant,18064,-78.73919218,35.80195811,M
1309419,04092028050,Chop Shop,210 E SIX FORKS RD ,,RALEIGH,NC,27609,(919) 696-4603,2019/02/11 00:00:00+00,Food Stand,18066,-78.6299036,35.8214579,M
1309420,04092021497,Harris Teeter #298 Meat Seafood,10140 GREEN LEVEL CHURCH RD ,,CARY,NC,27519,(919) 460-3126,2007/12/13 00:00:00+00,Food Stand,18070,-78.90107787,35.82060358,M
1309421,04092018465,Alpaca Peruvian Charcoal Chicken,1107 Pine Plaza Dr,,APEX,NC,27523,,2020/10/14 00:00:00+00,Restaurant,18073,-78.83026568,35.74675449,M
1309422,04092017094,J J CHINA,3607 DAVIS DR ,STE 114,MORRISVILLE,NC,27560,(919) 380-7168,2015/12/07 00:00:00+00,Restaurant,18076,-78.84976245,35.82130357,M
1309423,04092014927,DQ Grill and Chill #41656,1008 Morrisville Carpenter RD ,,MORRISVILLE,NC,27560,(919) 467-6753,2007/08/10 00:00:00+00,Restaurant,18078,-78.84488682,35.81970809,M
1309424,04092015051,Taza Grill #2,10940 Raven Ridge  RD ,,RALEIGH,NC,27614,(919) 845-7772,2008/01/25 00:00:00+00,Restaurant,18081,-78.59009973,35.90790792,M
1309425,04092017772,A Place at the Table,300 W Hargett ST ,Suite 50,RALEIGH,NC,27601,(919) 307-8914,2018/01/05 00:00:00+00,Restaurant,18090,-78.64406686,35.77885883,M
1309426,04092018435,Dunkin #358977,2880 ROGERS RD,,WAKE FOREST,NC,27587-3894,,2020/09/04 00:00:00+00,Restaurant,18095,-78.52448504,35.95188185,M
1309427,04092017740,Chilango Restaurant ,2253 New Hope Church RD ,,RALEIGH,NC,27604,(919) 307-3672,2017/11/01 00:00:00+00,Restaurant,18101,-78.60062749,35.83624718,M
1309428,04092014945,Hardee's #1205,2304 Gorman ST ,,RALEIGH,NC,27606,(919) 233-8287,2007/09/14 00:00:00+00,Restaurant,18111,-78.69461171,35.76740498,M
1309429,04092017116,MUM'S JAMAICAN RESTAURANT,3901-101 CAPITAL BLVD ,,RALEIGH,NC,27604,(919) 615-2332,2015/12/14 00:00:00+00,Restaurant,18098,-78.58295913,35.83464973,M
1309430,04092016996,DICED GOURMET SALADS AND WRAPS,1377 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 377-8572,2015/08/11 00:00:00+00,Restaurant,18113,-78.78193974,35.75976658,M
1309431,04092016999,BAWARCHI,9601 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 439-7070,2015/07/29 00:00:00+00,Restaurant,18114,-78.8106566,35.8060206,M
1309432,04092017679,Firehouse Subs #1052,413 Village Walk DR ,,HOLLY SPRINGS,NC,27540,(984) 225-2550,2017/09/18 00:00:00+00,Restaurant,18120,-78.83774133,35.64081684,M
1309433,04092018281,RALEIGH TAP ROOM,2400 JOHN BRANTLEY BLVD ,RDU TERMINAL 2,MORRISVILLE,NC,27560,(919) 840-4477,2020/01/03 00:00:00+00,Restaurant,18122,-78.78942675,35.86970553,M
1309434,04092018441,Jersey Mike's Subs #3099,3490 Kildaire Farm RD ,Ste 172,CARY,NC,27518,(919) 363-7827,2020/09/10 00:00:00+00,Restaurant,18130,-78.79652253,35.70711378,T
1309435,04092014686,Longhorn Steakhouse #277,1411 Beaver Creek Commons DR ,,APEX,NC,27502,(919) 303-4889,2006/09/22 00:00:00+00,Restaurant,18133,-78.88323254,35.74554013,M
1309436,04092021805,Lowes Foods #190 Deli,930 HIGH HOUSE RD,,CARY,NC,27513-3574,(919) 467-4441,2014/07/03 00:00:00+00,Food Stand,18138,-78.82691458,35.788417,M
1309437,04092017666,OAK CITY PIZZA,206 FOREST HILLS DR ,,GARNER,NC,27529,,2017/06/30 00:00:00+00,Restaurant,18140,-78.62278736,35.70820906,M
1309438,04092016627,WHISPERING PINES DINING,7501 LEADMINE  RD ,,RALEIGH,NC,27615,(919) 870-0222,2014/02/25 00:00:00+00,Restaurant,18144,-78.66223022,35.88240773,M
1309439,04092017027,CAPITAL OAKS CULINARY & DINING SERVICES,6498 RAY RD ,,RALEIGH,NC,27613,(919) 784-0099,2015/09/17 00:00:00+00,Restaurant,18145,-78.69653255,35.86810514,M
1309440,04092015580,CHINA PEARL CHINESE RESTAURANT,2841 JONES FRANKLIN RD ,,RALEIGH,NC,27606,(919) 851-0358,2010/03/17 00:00:00+00,Restaurant,18157,-78.73773412,35.74361197,M
1309441,04092016002,CHIPOTLE #1659,2316 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 576-1894,2011/09/16 00:00:00+00,Restaurant,18165,-78.66664805,35.78770631,M
1309442,04092015054,Subway #30443,9800 Holly Springs RD ,,HOLLY SPRINGS,NC,27540,(919) 387-4818,2008/01/15 00:00:00+00,Restaurant,18171,-78.79913769,35.66712746,M
1309443,04092018479,Tapline Growler,1110 KENTWORTH DR ,,HOLLY SPRINGS,NC,27540,(919) 762-7329,2020/11/05 00:00:00+00,Restaurant,18192,-78.8299761,35.6377161,M
1309444,04092016007,NC JAPAN EXPRESS,9660 FALLS OF NEUSE  RD ,STE 147,RALEIGH,NC,27615,(919) 846-1684,2011/09/16 00:00:00+00,Restaurant,18200,-78.60015155,35.90522894,M
1309445,04092018536,ParTee Shack,5300 FAYETTEVILLE RD,,RALEIGH,NC,27603,(919) 670-2980,2021/02/16 00:00:00+00,Restaurant,18208,-78.66097562,35.70773302,M
1309446,04092021905,FOOD LION #649 PRODUCE,2720 LAKE WHEELER RD ,,RALEIGH,NC,27603,(919) 755-3856,2015/10/29 00:00:00+00,Food Stand,18210,-78.68034061,35.74405959,M
1309447,04092017069,GONZA TACOS & TEQUILA,2100-110 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 268-8965,2015/10/27 00:00:00+00,Restaurant,18207,-78.6631086,35.78642353,M
1309448,04092016057,JACK'S SEAFOOD,5416 ROCK QUARRY RD ,STE 103,RALEIGH,NC,27610,(919) 329-8125,2011/12/06 00:00:00+00,Restaurant,18211,-78.56009996,35.73196045,M
1309449,04092015320,LA COCINA #6,1221 TIMBER DR E ,,GARNER,NC,27529,(919) 772-6999,2009/01/09 00:00:00+00,Restaurant,18221,-78.57544772,35.68894454,M
1309450,04092017245,SALVIO'S PIZZERIA,6325 FALLS OF NEUSE RD ,STE 69,RALEIGH,NC,27615,(919) 981-5678,2016/06/22 00:00:00+00,Restaurant,18228,-78.62251606,35.86922851,M
1309451,04092017103,CHICK-FIL-A #792,6701 FALLS OF NEUSE RD ,,RALEIGH,NC,27615-5373,(919) 845-4556,2015/12/07 00:00:00+00,Restaurant,18230,-78.62404244,35.87534331,M
1309452,04092017248,CELLAR 55,1351 E BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 446-1156,2016/06/15 00:00:00+00,Restaurant,18254,-78.77604319,35.59548799,M
1309453,04092025228,DOMINOS PIZZA #8978,2100 CROSSWAY LN ,,HOLLY SPRINGS,NC,27540,(919) 567-2330,2018/12/15 00:00:00+00,Food Stand,18256,-78.83509342,35.66345114,M
1309454,04092021864,FOOD LION #938 PRODUCE,517 N MAIN ST ,,HOLLY SPRINGS,NC,27540,(919) 557-1175,2015/07/29 00:00:00+00,Food Stand,18260,-78.83687096,35.65966057,M
1309455,04092017715,Pressed Sandwich House,10630-104 Durant RD ,,RALEIGH,NC,27614,(984) 269-5099,2017/11/06 00:00:00+00,Restaurant,18222,-78.59235176,35.90585466,M
1309456,04092018357,The Addison of Knightdale Dining,2408 Hodge  RD ,,KNIGHTDALE,NC,27545,(919) 266-6676,2020/04/29 00:00:00+00,Restaurant,18271,-78.519561,35.75881159,M
1309457,04092110505,SCOTTS RIDGE ELEMENTARY CAFETERIA,6601 APEX BARBEQUE RD ,,APEX,NC,27502,(919) 694-0300 ext. 20084,2015/07/31 00:00:00+00,Public School Lunchrooms,18258,0,0,U
1309458,04092017524,RUDINO'S PIZZA & GRINDERS HERITAGE,1000 FORESTVILLE RD.,SUITE 124,WAKE FOREST,NC,27587,(919) 569-6004,2017/02/16 00:00:00+00,Restaurant,18274,-78.5075981,35.94611021,M
1309459,04092017546,ABBEY ROAD TAVERN & GRILL APEX,1700 CENTER ST ,,APEX,NC,27502,(919) 372-5383,2017/03/08 00:00:00+00,Restaurant,18278,-78.82753664,35.72521642,M
1309460,04092016107,PORT CITY JAVA NELSON,2801 FOUNDERS DR ,,RALEIGH,NC,27695,(919) 515-0458,2012/02/23 00:00:00+00,Restaurant,18285,-78.67872874,35.78448278,M
1309461,04092016427,GINGER ASIAN CUISINE,2048 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 859-8998,2013/05/21 00:00:00+00,Restaurant,18293,-78.78068706,35.73567462,M
1309462,04092017318,FREDDY'S FROZEN CUSTARD & STEAKBURGERS #3207,221 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 557-3421,2016/09/08 00:00:00+00,Restaurant,18295,-78.84526788,35.66457162,M
1309463,04092300274,SAM'S CLUB #6976 MEAT MARKET,11460 ROYAL COTTON RD ,,WAKE FOREST,NC,27587,(919) 263-6134,2016/08/22 00:00:00+00,Meat Market,18298,-78.53862938,35.95675315,M
1309464,04092021752,HARRIS TEETER #395 PRODUCE,1432 BROGDEN WOODS DR ,,WAKE FOREST,NC,27587,(919) 870-4980,2013/08/19 00:00:00+00,Food Stand,18300,-78.69147726,35.99120973,M
1309465,04092015843,CHINA MOON,7983 FAYETTEVILLE RD ,,RALEIGH,NC,27603-5631,(919) 661-7778,2010/12/23 00:00:00+00,Restaurant,18301,-78.69742539,35.66508155,M
1309466,04092018259,Las Marias Tacos Y Pupusas Restaurant ,1600 Ronald DR ,STE 107,RALEIGH,NC,27609,(919) 977-8149,2019/12/10 00:00:00+00,Restaurant,18314,-78.61019076,35.83816392,M
1309467,04092016792,CHURCH'S CHICKEN,1401 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 821-2220,2014/10/28 00:00:00+00,Restaurant,18335,-78.61745225,35.78033482,M
1309468,04092017268,WENDYS #6317,1374 N MAIN ST ,,FUQUAY VARINA,NC,27526-2617,(919) 557-0139,2016/08/19 00:00:00+00,Restaurant,18345,-78.77582077,35.59164945,M
1309469,04092018400,Mookies NY Deli,1010 TRYON VILLAGE DR,705,CARY,NC,27518-7193,(919) 900-7770,2020/07/08 00:00:00+00,Restaurant,18350,-78.7453538,35.74635942,M
1309470,04092017881,Daddy D's BBQ,1526 Broad ST ,,FUQUAY-VARINA,NC,27526,(919) 552-6464,2018/06/20 00:00:00+00,Restaurant,18331,-78.80365428,35.60369755,T
1309471,04092016249,JERSEY MIKES #3131,6176 FALLS OF NEUSE RD ,STE 104,RALEIGH,NC,27609,(919) 870-7827,2012/08/28 00:00:00+00,Restaurant,18361,-78.62017998,35.86657041,M
1309472,04092018429,Bali Hai,9650 STRICKLAND RD,,RALEIGH,NC,27615,(984) 242-4314,2020/09/01 00:00:00+00,Restaurant,18367,-78.65677159,35.90420107,T
1309473,04092015316,TASU,8919 BRIER CREEK PKY ,,RALEIGH,NC,27617,(919) 544-8474,2009/01/05 00:00:00+00,Restaurant,18376,-78.79210079,35.89996272,M
1309474,04092018412,The Grand Marquise Ballroom,205 NEW FIDELITY CT,,GARNER,NC,27529,,2020/06/15 00:00:00+00,Restaurant,18383,-78.63155743,35.71328555,M
1309475,04092017945,MCDONALDS #13362,4801 SW CARY  PKY ,,CARY,NC,27511,(919) 481-1500,2018/09/28 00:00:00+00,Restaurant,18394,-78.82984564,35.78912051,M
1309476,04092016045,Mandolin,2519 Fairview RD ,,RALEIGH,NC,27608,(919) 322-0365,2011/11/16 00:00:00+00,Restaurant,18395,-78.65518587,35.80902867,M
1309477,04092030522,Merkato Cafe (WCID #813),209 E WILLIAMS ST,,APEX,NC,27502,(301) 768-1305,2021/02/15 00:00:00+00,Mobile Food Units,18426,-78.85166433,35.72667689,M
1309478,04092015284,FIREHOUSE SUBS #122,260 GRANDE HEIGHTS DR ,,CARY,NC,27513,(919) 468-1822,2008/11/06 00:00:00+00,Restaurant,18457,-78.7805746,35.804703,M
1309479,04092015383,WHITE OAK STADIUM 14,1205 Timber DR E,,GARNER,NC,27529,(919) 779-7499,2009/04/17 00:00:00+00,Restaurant,18458,-78.57456476,35.68908515,M
1309480,04092030527,Funnel Queens (WCID #816),3153 LANDING FALLS LN,,RALEIGH,NC,27616,(919) 264-2223,2021/03/10 00:00:00+00,Mobile Food Units,18459,-78.5263032,35.87286465,M
1309481,04092011831,Taco Bell #3279,3821 WESTERN BLVD ,,RALEIGH,NC,27606-1934,(919) 851-9034,1995/12/08 00:00:00+00,Restaurant,18477,-78.68953284,35.78425136,M
1309482,04092011419,R.J.'S Place,712 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 552-5152,1991/04/23 00:00:00+00,Restaurant,18490,-78.7909684,35.59122322,M
1309483,04092018458,DUNKIN BASKIN ROBBINS HWY 55 CARY,2740 NC HWY 55 ,STE 100,CARY,NC,27519,(919) 303-4334,2020/10/06 00:00:00+00,Restaurant,18427,-78.87101554,35.78562539,M
1309484,04092110045,Rand Road Elem School Cafeteria,300 Arbor Greene Dr,,GARNER,NC,27529,(919) 662-2283,1991/04/03 00:00:00+00,Public School Lunchrooms,18500,-78.61738663,35.65531855,M
1309485,04092010533,O'Charleys,101 ASHVILLE AVE ,,CARY,NC,27511-6606,(919) 851-9777,1991/04/22 00:00:00+00,Restaurant,18502,-78.78354467,35.73867895,M
1309486,04092017162,JIMMY JOHN'S #3436,2012 BOULDERSTONE WAY ,,CARY,NC,27519,(919) 461-0171,2016/02/23 00:00:00+00,Restaurant,18534,-78.84859346,35.79156535,M
1309487,04092021947,HARRIS TEETER #331 STARBUCKS,3430 TEN TEN RD ,,CARY,NC,27518,(391) 938-8272,2016/02/26 00:00:00+00,Food Stand,18535,-78.79278417,35.70189107,M
1309488,04092016616,TAJ MAHAL INDIAN CUISINE,6611 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 848-2262,2014/02/05 00:00:00+00,Restaurant,18536,-78.62444941,35.87396756,M
1309489,04092110009,Baucom Elem. Sch. Cafeteria,400 HUNTER ST ,,APEX,NC,27502-1320,(919) 387-2175,1991/09/17 00:00:00+00,Public School Lunchrooms,18541,-78.85424336,35.73741961,M
1309490,04092110062,Knightdale Elem. Sch. Cafeteria,109 RIDGE ST ,,KNIGHTDALE,NC,27545-8996,(919) 266-8540 ext. 21663,1991/10/16 00:00:00+00,Public School Lunchrooms,18545,-78.4779126,35.78387328,M
1309491,04092017523,SHEETZ #620,7513 RAMBLE WAY ,,RALEIGH,NC,27616,(919) 239-4746,2017/02/09 00:00:00+00,Restaurant,18550,-78.53896226,35.87590197,M
1309492,04092018208,Harris Teeter #21 Starbucks,500 OBERLIN RD ,,RALEIGH,NC,27605,(919) 828-9216,2019/10/29 00:00:00+00,Restaurant,18553,-78.66105804,35.79149603,M
1309493,04092010078,HAN-DEE HUGO'S #54,2744 CAPITAL BLVD ,,RALEIGH,NC,27604-1510,(919) 954-8044,1991/03/28 00:00:00+00,Restaurant,18555,-78.59865079,35.81701185,M
1309494,04092110015,Enloe High School Cafeteria,128 CLARENDON CRES ,,RALEIGH,NC,27610-2408,(919) 856-7918 ext. 24684,1991/10/28 00:00:00+00,Public School Lunchrooms,18566,-78.60333819,35.78424685,M
1309495,04092110077,Zebulon Elem. School Cafeteria,700 PROCTOR ST ,,ZEBULON,NC,27597-8726,(919) 404-3680 ext. 21213,1991/10/28 00:00:00+00,Public School Lunchrooms,18568,-78.31958692,35.83895372,M
1309496,04092300004,Larry's Supermarket - Meat Market,2041 MILBURNIE RD ,,RALEIGH,NC,27610-2211,(919) 834-0152,1991/12/05 00:00:00+00,Meat Market,18572,-78.6129263,35.78878222,M
1309497,04092040363,Patio Dogs (WCID #643),120 E Chatham ST ,,CARY,NC,27511,(919) 741-9940,2018/08/15 00:00:00+00,Pushcarts,18591,-78.78039811,35.7871115,M
